"timestamp","Motes Outside"
571.0,222
572.0,216
573.0,219
574.0,219
575.0,216
576.0,218
577.0,217
578.0,221
579.0,218
580.0,224
581.0,222
582.0,228
583.0,223
584.0,217
585.0,219
586.0,218
587.0,223
588.0,220
589.0,221
590.0,220
591.0,218
592.0,221
593.0,221
594.0,218
595.0,215
596.0,215
597.0,216
598.0,211
599.0,214
600.0,214
601.0,218
602.0,221
603.0,211
604.0,215
605.0,215
606.0,215
607.0,217
608.0,220
609.0,225
610.0,222
611.0,220
612.0,220
613.0,221
614.0,216
615.0,215
616.0,218
617.0,218
618.0,223
619.0,217
620.0,217
621.0,211
622.0,217
623.0,216
624.0,215
625.0,214
626.0,217
627.0,218
628.0,219
629.0,215
630.0,218
631.0,216
632.0,218
633.0,215
634.0,211
635.0,209
636.0,214
637.0,214
638.0,210
639.0,217
640.0,213
641.0,214
642.0,214
643.0,217
644.0,211
645.0,210
646.0,212
647.0,214
648.0,213
649.0,212
650.0,214
651.0,209
652.0,215
653.0,213
654.0,215
655.0,215
656.0,209
657.0,208
658.0,209
659.0,206
660.0,210
661.0,210
662.0,214
663.0,210
664.0,212
665.0,213
666.0,211
667.0,215
668.0,213
669.0,205
670.0,208
671.0,207
672.0,207
673.0,209
674.0,203
675.0,208
676.0,214
677.0,204
678.0,204
679.0,207
680.0,207
681.0,208
682.0,204
683.0,205
684.0,202
685.0,202
686.0,206
687.0,201
688.0,201
689.0,204
690.0,204
691.0,207
692.0,208
693.0,204
694.0,208
695.0,208
696.0,207
697.0,205
698.0,204
699.0,209
700.0,212
701.0,208
702.0,208
703.0,212
704.0,209
705.0,210
706.0,211
707.0,208
708.0,205
709.0,208
710.0,209
711.0,213
712.0,209
713.0,209
714.0,209
715.0,213
716.0,209
717.0,215
718.0,209
719.0,214
720.0,212
721.0,213
722.0,208
723.0,207
724.0,208
725.0,208
726.0,206
727.0,202
728.0,205
729.0,206
730.0,206
731.0,206
732.0,204
733.0,204
734.0,202
735.0,204
736.0,205
737.0,201
738.0,205
739.0,203
740.0,204
741.0,204
742.0,203
743.0,205
744.0,212
745.0,206
746.0,207
747.0,207
748.0,209
749.0,208
750.0,205
751.0,207
752.0,206
753.0,209
754.0,206
755.0,203
756.0,210
757.0,209
758.0,210
759.0,208
760.0,205
761.0,204
762.0,213
763.0,206
764.0,205
765.0,208
766.0,206
767.0,204
768.0,203
769.0,200
770.0,207
771.0,207
772.0,204
773.0,198
774.0,202
775.0,207
776.0,207
777.0,201
778.0,210
779.0,209
780.0,213
781.0,213
782.0,208
783.0,210
784.0,212
785.0,211
786.0,208
787.0,207
788.0,209
789.0,208
790.0,208
791.0,208
792.0,202
793.0,204
794.0,201
795.0,204
796.0,206
797.0,205
798.0,205
799.0,205
800.0,203
801.0,199
802.0,203
803.0,205
804.0,206
805.0,206
806.0,206
807.0,203
808.0,209
809.0,204
810.0,204
811.0,199
812.0,203
813.0,209
814.0,206
815.0,206
816.0,205
817.0,204
818.0,209
819.0,206
820.0,209
821.0,207
822.0,204
823.0,201
824.0,205
825.0,204
826.0,205
827.0,201
828.0,204
829.0,204
830.0,209
831.0,203
832.0,205
833.0,204
834.0,201
835.0,205
836.0,204
837.0,205
838.0,206
839.0,206
840.0,206
841.0,204
842.0,205
843.0,208
844.0,208
845.0,204
846.0,210
847.0,207
848.0,208
849.0,210
850.0,208
851.0,205
852.0,200
853.0,202
854.0,200
855.0,203
856.0,206
857.0,205
858.0,208
859.0,211
860.0,213
861.0,212
862.0,210
863.0,208
864.0,213
865.0,209
866.0,205
867.0,210
868.0,211
869.0,211
870.0,210
871.0,212
872.0,207
873.0,208
874.0,211
875.0,215
876.0,206
877.0,212
878.0,209
879.0,205
880.0,211
881.0,216
882.0,211
883.0,211
884.0,211
885.0,217
886.0,216
887.0,218
888.0,216
889.0,209
890.0,210
891.0,209
892.0,209
893.0,214
894.0,213
895.0,214
896.0,218
897.0,208
898.0,213
899.0,214
900.0,215
901.0,212
902.0,211
903.0,216
904.0,211
905.0,207
906.0,215
907.0,216
908.0,211
909.0,210
910.0,215
911.0,214
912.0,211
913.0,216
914.0,214
915.0,212
916.0,214
917.0,218
918.0,217
919.0,215
920.0,216
921.0,213
922.0,213
923.0,210
924.0,217
925.0,216
926.0,214
927.0,212
928.0,214
929.0,209
930.0,212
931.0,213
932.0,211
933.0,215
934.0,215
935.0,212
936.0,211
937.0,218
938.0,222
939.0,220
940.0,217
941.0,216
942.0,210
943.0,215
944.0,214
945.0,212
946.0,214
947.0,216
948.0,212
949.0,207
950.0,208
951.0,210
952.0,208
953.0,207
954.0,211
955.0,206
956.0,207
957.0,213
958.0,212
959.0,209
960.0,212
961.0,209
962.0,212
963.0,212
964.0,211
965.0,217
966.0,216
967.0,213
968.0,216
969.0,216
970.0,215
971.0,217
972.0,211
973.0,214
974.0,214
975.0,208
976.0,213
977.0,215
978.0,214
979.0,214
980.0,212
981.0,215
982.0,210
983.0,216
984.0,214
985.0,213
986.0,213
987.0,207
988.0,205
989.0,213
990.0,210
991.0,209
992.0,208
993.0,204
994.0,209
995.0,209
996.0,218
997.0,216
998.0,214
999.0,215
1000.0,221
1001.0,224
1002.0,219
1003.0,221
1004.0,215
1005.0,219
1006.0,220
1007.0,217
1008.0,221
1009.0,221
1010.0,215
1011.0,216
1012.0,219
1013.0,216
1014.0,214
1015.0,216
1016.0,218
1017.0,217
1018.0,219
1019.0,222
1020.0,218
1021.0,218
1022.0,220
1023.0,218
1024.0,217
1025.0,216
1026.0,216
1027.0,216
1028.0,215
1029.0,221
1030.0,221
1031.0,220
1032.0,218
1033.0,216
1034.0,219
1035.0,220
1036.0,220
1037.0,218
1038.0,215
1039.0,211
1040.0,214
1041.0,213
1042.0,217
1043.0,219
1044.0,222
1045.0,221
1046.0,218
1047.0,222
1048.0,219
1049.0,218
1050.0,218
1051.0,217
1052.0,219
1053.0,222
1054.0,217
1055.0,224
1056.0,224
1057.0,225
1058.0,222
1059.0,221
1060.0,221
1061.0,226
1062.0,226
1063.0,226
1064.0,224
1065.0,227
1066.0,223
1067.0,230
1068.0,225
1069.0,227
1070.0,225
1071.0,227
1072.0,225
1073.0,225
1074.0,229
1075.0,226
1076.0,226
1077.0,221
1078.0,220
1079.0,218
1080.0,215
1081.0,218
1082.0,220
1083.0,220
1084.0,220
1085.0,218
1086.0,212
1087.0,214
1088.0,217
1089.0,216
1090.0,217
1091.0,217
1092.0,221
1093.0,214
1094.0,216
1095.0,218
1096.0,219
1097.0,222
1098.0,221
1099.0,223
1100.0,217
1101.0,214
1102.0,215
1103.0,215
1104.0,219
1105.0,219
1106.0,220
1107.0,214
1108.0,216
1109.0,218
1110.0,216
1111.0,217
1112.0,217
1113.0,216
1114.0,216
1115.0,215
1116.0,214
1117.0,217
1118.0,211
1119.0,215
1120.0,209
1121.0,213
1122.0,215
1123.0,218
1124.0,214
1125.0,208
1126.0,213
1127.0,206
1128.0,210
1129.0,203
1130.0,209
1131.0,206
1132.0,213
1133.0,212
1134.0,214
1135.0,216
1136.0,211
1137.0,211
1138.0,216
1139.0,217
1140.0,217
1141.0,213
1142.0,217
1143.0,215
1144.0,210
1145.0,208
1146.0,213
1147.0,209
1148.0,213
1149.0,216
1150.0,216
1151.0,215
1152.0,206
1153.0,209
1154.0,210
1155.0,210
1156.0,214
1157.0,215
1158.0,217
1159.0,213
1160.0,212
1161.0,212
1162.0,213
1163.0,217
1164.0,212
1165.0,217
1166.0,220
1167.0,216
1168.0,212
1169.0,214
1170.0,211
1171.0,211
1172.0,212
1173.0,211
1174.0,210
1175.0,209
1176.0,209
1177.0,217
1178.0,207
1179.0,212
1180.0,212
1181.0,215
1182.0,215
1183.0,217
1184.0,215
1185.0,211
1186.0,220
1187.0,222
1188.0,220
1189.0,216
1190.0,222
1191.0,216
1192.0,216
1193.0,215
1194.0,220
1195.0,221
1196.0,220
1197.0,214
1198.0,215
1199.0,218
1200.0,215
1201.0,217
1202.0,218
1203.0,218
1204.0,225
1205.0,219
1206.0,224
1207.0,222
1208.0,222
1209.0,222
1210.0,227
1211.0,221
1212.0,223
1213.0,215
1214.0,221
1215.0,220
1216.0,219
1217.0,222
1218.0,222
1219.0,220
1220.0,220
1221.0,220
1222.0,223
1223.0,224
1224.0,226
1225.0,226
1226.0,221
1227.0,225
1228.0,223
1229.0,227
1230.0,226
1231.0,220
1232.0,225
1233.0,223
1234.0,224
1235.0,221
1236.0,219
1237.0,230
1238.0,226
1239.0,224
1240.0,226
1241.0,224
1242.0,226
1243.0,223
1244.0,220
1245.0,222
1246.0,223
1247.0,226
1248.0,224
1249.0,224
1250.0,226
1251.0,221
1252.0,224
1253.0,224
1254.0,223
1255.0,214
1256.0,222
1257.0,219
1258.0,222
1259.0,222
1260.0,223
1261.0,227
1262.0,224
1263.0,230
1264.0,229
1265.0,229
1266.0,229
1267.0,229
1268.0,227
1269.0,229
1270.0,234
1271.0,226
1272.0,229
1273.0,225
1274.0,221
1275.0,227
1276.0,217
1277.0,222
1278.0,222
1279.0,224
1280.0,224
1281.0,225
1282.0,221
1283.0,224
1284.0,221
1285.0,218
1286.0,217
1287.0,212
1288.0,213
1289.0,213
1290.0,216
1291.0,215
1292.0,217
1293.0,218
1294.0,223
1295.0,218
1296.0,219
1297.0,224
1298.0,222
1299.0,225
1300.0,220
1301.0,224
1302.0,218
1303.0,221
1304.0,220
1305.0,219
1306.0,218
1307.0,221
1308.0,219
1309.0,225
1310.0,221
1311.0,226
1312.0,224
1313.0,220
1314.0,227
1315.0,227
1316.0,219
1317.0,224
1318.0,226
1319.0,219
1320.0,216
1321.0,222
1322.0,222
1323.0,223
1324.0,220
1325.0,220
1326.0,225
1327.0,222
1328.0,218
1329.0,223
1330.0,219
1331.0,221
1332.0,212
1333.0,216
1334.0,212
1335.0,215
1336.0,219
1337.0,219
1338.0,219
1339.0,218
1340.0,216
1341.0,219
1342.0,218
1343.0,214
1344.0,218
1345.0,218
1346.0,215
1347.0,220
1348.0,221
1349.0,215
1350.0,216
1351.0,219
1352.0,220
1353.0,224
1354.0,222
1355.0,221
1356.0,219
1357.0,221
1358.0,219
1359.0,220
1360.0,220
1361.0,219
1362.0,219
1363.0,221
1364.0,223
1365.0,222
1366.0,226
1367.0,220
1368.0,221
1369.0,222
1370.0,219
1371.0,221
1372.0,221
1373.0,219
1374.0,217
1375.0,219
1376.0,220
1377.0,217
1378.0,223
1379.0,216
1380.0,220
1381.0,219
1382.0,218
1383.0,218
1384.0,217
1385.0,214
1386.0,218
1387.0,216
1388.0,221
1389.0,222
1390.0,223
1391.0,226
1392.0,223
1393.0,224
1394.0,225
1395.0,220
1396.0,217
1397.0,217
1398.0,220
1399.0,221
1400.0,221
1401.0,220
1402.0,221
1403.0,225
1404.0,215
1405.0,218
1406.0,217
1407.0,214
1408.0,217
1409.0,213
1410.0,216
1411.0,223
1412.0,219
1413.0,220
1414.0,226
1415.0,230
1416.0,227
1417.0,226
1418.0,224
1419.0,226
1420.0,222
1421.0,225
1422.0,225
1423.0,227
1424.0,225
1425.0,222
1426.0,221
1427.0,220
1428.0,222
1429.0,222
1430.0,223
1431.0,225
1432.0,220
1433.0,220
1434.0,218
1435.0,217
1436.0,221
1437.0,222
1438.0,217
1439.0,220
1440.0,222
1441.0,223
1442.0,216
1443.0,218
1444.0,217
1445.0,217
1446.0,222
1447.0,221
1448.0,217
1449.0,221
1450.0,220
1451.0,224
1452.0,219
1453.0,219
1454.0,221
1455.0,216
1456.0,217
1457.0,218
1458.0,219
1459.0,219
1460.0,220
1461.0,219
1462.0,217
1463.0,214
1464.0,222
1465.0,224
1466.0,220
1467.0,225
1468.0,217
1469.0,223
1470.0,220
1471.0,224
