"timestamp","killedDaughter"
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
580.0,0
